Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB00085"" target=""_blank"">Pancrelipase (DBID: DB00085)</a>"	Exocrine pancreatic insufficiency (CUI: C0267963)	Pancrelipase	DB00085	Exocrine pancreatic insufficiency	C0267963	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00087"" target=""_blank"">Alemtuzumab (DBID: DB00087)</a>"	Multiple Sclerosis, Relapsing-Remitting (CUI: C0751967)	Alemtuzumab	DB00087	Multiple Sclerosis, Relapsing-Remitting	C0751967	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00088"" target=""_blank"">Alglucerase (DBID: DB00088)</a>"	Gaucher Disease, Type 1 (CUI: C1961835)	Alglucerase	DB00088	Gaucher Disease, Type 1	C1961835	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00090"" target=""_blank"">Laronidase (DBID: DB00090)</a>"	Mucopolysaccharidosis I (CUI: C0023786)	Laronidase	DB00090	Mucopolysaccharidosis I	C0023786	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00091"" target=""_blank"">Cyclosporine (DBID: DB00091)</a>"	Rheumatoid Arthritis (CUI: C0003873)	Cyclosporine	DB00091	Rheumatoid Arthritis	C0003873	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00091"" target=""_blank"">Cyclosporine (DBID: DB00091)</a>"	Dry Eye Syndromes (CUI: C0013238)	Cyclosporine	DB00091	Dry Eye Syndromes	C0013238	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00091"" target=""_blank"">Cyclosporine (DBID: DB00091)</a>"	Keratoconjunctivitis Sicca (CUI: C0022575)	Cyclosporine	DB00091	Keratoconjunctivitis Sicca	C0022575	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00092"" target=""_blank"">Alefacept (DBID: DB00092)</a>"	Chronic small plaque psoriasis (CUI: C0406317)	Alefacept	DB00092	Chronic small plaque psoriasis	C0406317	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00095"" target=""_blank"">Efalizumab (DBID: DB00095)</a>"	Chronic small plaque psoriasis (CUI: C0406317)	Efalizumab	DB00095	Chronic small plaque psoriasis	C0406317	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00099"" target=""_blank"">Filgrastim (DBID: DB00099)</a>"	Chemotherapy-induced neutropenia (CUI: C1827687)	Filgrastim	DB00099	Chemotherapy-induced neutropenia	C1827687	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00099"" target=""_blank"">Filgrastim (DBID: DB00099)</a>"	Congenital neutropenia (CUI: C0340970)	Filgrastim	DB00099	Congenital neutropenia	C0340970	Congenital Abnormality	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00099"" target=""_blank"">Filgrastim (DBID: DB00099)</a>"	Cyclic neutropenia (CUI: C0221023)	Filgrastim	DB00099	Cyclic neutropenia	C0221023	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00099"" target=""_blank"">Filgrastim (DBID: DB00099)</a>"	Chronic idiopathic neutropenia (CUI: C2267231)	Filgrastim	DB00099	Chronic idiopathic neutropenia	C2267231	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00100"" target=""_blank"">Coagulation Factor IX (DBID: DB00100)</a>"	Hemophilia B (CUI: C0008533)	Coagulation Factor IX	DB00100	Hemophilia B	C0008533	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00102"" target=""_blank"">Becaplermin (DBID: DB00102)</a>"	Neuropathic diabetic ulcer - foot (CUI: C0406526)	Becaplermin	DB00102	Neuropathic diabetic ulcer - foot	C0406526	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00103"" target=""_blank"">Agalsidase beta (DBID: DB00103)</a>"	Fabry Disease (CUI: C0002986)	Agalsidase beta	DB00103	Fabry Disease	C0002986	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00104"" target=""_blank"">Octreotide (DBID: DB00104)</a>"	Acromegaly (CUI: C0001206)	Octreotide	DB00104	Acromegaly	C0001206	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00104"" target=""_blank"">Octreotide (DBID: DB00104)</a>"	Malignant Carcinoid Syndrome (CUI: C0024586)	Octreotide	DB00104	Malignant Carcinoid Syndrome	C0024586	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00106"" target=""_blank"">Abarelix (DBID: DB00106)</a>"	Ischemic priapism (CUI: C2711256)	Abarelix	DB00106	Ischemic priapism	C2711256	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00107"" target=""_blank"">Oxytocin (DBID: DB00107)</a>"	Unspecified Abortion (CUI: C0156543)	Oxytocin	DB00107	Unspecified Abortion	C0156543	Finding	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00107"" target=""_blank"">Oxytocin (DBID: DB00107)</a>"	Postpartum Hemorrhage (CUI: C0032797)	Oxytocin	DB00107	Postpartum Hemorrhage	C0032797	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00107"" target=""_blank"">Oxytocin (DBID: DB00107)</a>"	Incomplete spontaneous abortion (CUI: C0000810)	Oxytocin	DB00107	Incomplete spontaneous abortion	C0000810	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00108"" target=""_blank"">Natalizumab (DBID: DB00108)</a>"	Multiple Sclerosis (CUI: C0026769)	Natalizumab	DB00108	Multiple Sclerosis	C0026769	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00108"" target=""_blank"">Natalizumab (DBID: DB00108)</a>"	Crohn Disease (CUI: C0010346)	Natalizumab	DB00108	Crohn Disease	C0010346	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00109"" target=""_blank"">Enfuvirtide (DBID: DB00109)</a>"	HIV Infections (CUI: C0019693)	Enfuvirtide	DB00109	HIV Infections	C0019693	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00110"" target=""_blank"">Palivizumab (DBID: DB00110)</a>"	Respiratory Syncytial Virus Infections (CUI: C0035235)	Palivizumab	DB00110	Respiratory Syncytial Virus Infections	C0035235	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00111"" target=""_blank"">Daclizumab (DBID: DB00111)</a>"	Renal transplant rejection (CUI: C0238217)	Daclizumab	DB00111	Renal transplant rejection	C0238217	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00111"" target=""_blank"">Daclizumab (DBID: DB00111)</a>"	Multiple Sclerosis, Relapsing-Remitting (CUI: C0751967)	Daclizumab	DB00111	Multiple Sclerosis, Relapsing-Remitting	C0751967	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Secondary malignant neoplasm of colon (CUI: C0346974)	Bevacizumab	DB00112	Secondary malignant neoplasm of colon	C0346974	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Nonsquamous nonsmall cell neoplasm of lung (CUI: C2585890)	Bevacizumab	DB00112	Nonsquamous nonsmall cell neoplasm of lung	C2585890	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Glioblastoma Multiforme (CUI: C1621958)	Bevacizumab	DB00112	Glioblastoma Multiforme	C1621958	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Metastatic Renal Cell Cancer (CUI: C0278678)	Bevacizumab	DB00112	Metastatic Renal Cell Cancer	C0278678	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Cervix carcinoma (CUI: C0302592)	Bevacizumab	DB00112	Cervix carcinoma	C0302592	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Malignant tumor of peritoneum (CUI: C0153467)	Bevacizumab	DB00112	Malignant tumor of peritoneum	C0153467	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Malignant epithelial tumor of ovary (CUI: C0346161)	Bevacizumab	DB00112	Malignant epithelial tumor of ovary	C0346161	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00112"" target=""_blank"">Bevacizumab (DBID: DB00112)</a>"	Malignant neoplasm of fallopian tube (CUI: C0153579)	Bevacizumab	DB00112	Malignant neoplasm of fallopian tube	C0153579	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00115"" target=""_blank"">Cyanocobalamin (DBID: DB00115)</a>"	Megaloblastic anemia due to folate deficiency (CUI: C0151482)	Cyanocobalamin	DB00115	Megaloblastic anemia due to folate deficiency	C0151482	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00115"" target=""_blank"">Cyanocobalamin (DBID: DB00115)</a>"	Anemia, Pernicious (CUI: C0002892)	Cyanocobalamin	DB00115	Anemia, Pernicious	C0002892	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00115"" target=""_blank"">Cyanocobalamin (DBID: DB00115)</a>"	Iron deficiency anemia (CUI: C0162316)	Cyanocobalamin	DB00115	Iron deficiency anemia	C0162316	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00115"" target=""_blank"">Cyanocobalamin (DBID: DB00115)</a>"	Vitamin Deficiency (CUI: C1510471)	Cyanocobalamin	DB00115	Vitamin Deficiency	C1510471	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00115"" target=""_blank"">Cyanocobalamin (DBID: DB00115)</a>"	Vitamin B 12 Deficiency (CUI: C0042847)	Cyanocobalamin	DB00115	Vitamin B 12 Deficiency	C0042847	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00121"" target=""_blank"">Biotin (DBID: DB00121)</a>"	Biotin deficiency disease (CUI: C2937225)	Biotin	DB00121	Biotin deficiency disease	C2937225	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00122"" target=""_blank"">Choline (DBID: DB00122)</a>"	Sleeplessness (CUI: C0917801)	Choline	DB00122	Sleeplessness	C0917801	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00126"" target=""_blank"">Vitamin C (DBID: DB00126)</a>"	Breastfeeding (mother) (CUI: C1623040)	Vitamin C	DB00126	Breastfeeding (mother)	C1623040	Finding	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00126"" target=""_blank"">Vitamin C (DBID: DB00126)</a>"	Vitamin Deficiency (CUI: C1510471)	Vitamin C	DB00126	Vitamin Deficiency	C1510471	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00128"" target=""_blank"">L-Aspartic Acid (DBID: DB00128)</a>"	Hypokalemia (CUI: C0020621)	L-Aspartic Acid	DB00128	Hypokalemia	C0020621	Finding	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00130"" target=""_blank"">L-Glutamine (DBID: DB00130)</a>"	Short Bowel Syndrome (CUI: C0036992)	L-Glutamine	DB00130	Short Bowel Syndrome	C0036992	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00131"" target=""_blank"">Adenosine monophosphate (DBID: DB00131)</a>"	Pulmonary Cystic Fibrosis (CUI: C0392164)	Adenosine monophosphate	DB00131	Pulmonary Cystic Fibrosis	C0392164	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00133"" target=""_blank"">L-Serine (DBID: DB00133)</a>"	Glaucoma, Open-Angle (CUI: C0017612)	L-Serine	DB00133	Glaucoma, Open-Angle	C0017612	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00133"" target=""_blank"">L-Serine (DBID: DB00133)</a>"	Bacterial urinary infection (CUI: C0729524)	L-Serine	DB00133	Bacterial urinary infection	C0729524	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00133"" target=""_blank"">L-Serine (DBID: DB00133)</a>"	Tuberculosis, Pulmonary (CUI: C0041327)	L-Serine	DB00133	Tuberculosis, Pulmonary	C0041327	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00133"" target=""_blank"">L-Serine (DBID: DB00133)</a>"	Acute tuberculosis (CUI: C0275959)	L-Serine	DB00133	Acute tuberculosis	C0275959	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00133"" target=""_blank"">L-Serine (DBID: DB00133)</a>"	Escherichia coli urinary tract infection (CUI: C0577708)	L-Serine	DB00133	Escherichia coli urinary tract infection	C0577708	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00136"" target=""_blank"">Calcitriol (DBID: DB00136)</a>"	Chronic small plaque psoriasis (CUI: C0406317)	Calcitriol	DB00136	Chronic small plaque psoriasis	C0406317	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00136"" target=""_blank"">Calcitriol (DBID: DB00136)</a>"	Hypocalcemia (CUI: C0020598)	Calcitriol	DB00136	Hypocalcemia	C0020598	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00136"" target=""_blank"">Calcitriol (DBID: DB00136)</a>"	Hypophosphatemia (CUI: C0085682)	Calcitriol	DB00136	Hypophosphatemia	C0085682	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00136"" target=""_blank"">Calcitriol (DBID: DB00136)</a>"	Renal Osteodystrophy (CUI: C0035086)	Calcitriol	DB00136	Renal Osteodystrophy	C0035086	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00136"" target=""_blank"">Calcitriol (DBID: DB00136)</a>"	Hypoparathyroidism (CUI: C0020626)	Calcitriol	DB00136	Hypoparathyroidism	C0020626	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00137"" target=""_blank"">Xanthophyll (DBID: DB00137)</a>"	Age related macular degeneration (CUI: C0242383)	Xanthophyll	DB00137	Age related macular degeneration	C0242383	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00137"" target=""_blank"">Xanthophyll (DBID: DB00137)</a>"	Dry Eye Syndromes (CUI: C0013238)	Xanthophyll	DB00137	Dry Eye Syndromes	C0013238	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00137"" target=""_blank"">Xanthophyll (DBID: DB00137)</a>"	Meibomian gland dysfunction (CUI: C1275684)	Xanthophyll	DB00137	Meibomian gland dysfunction	C1275684	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00139"" target=""_blank"">Succinic acid (DBID: DB00139)</a>"	Iron deficiency anemia (CUI: C0162316)	Succinic acid	DB00139	Iron deficiency anemia	C0162316	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00140"" target=""_blank"">Riboflavin (DBID: DB00140)</a>"	Mineral deficiency (CUI: C0687148)	Riboflavin	DB00140	Mineral deficiency	C0687148	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00140"" target=""_blank"">Riboflavin (DBID: DB00140)</a>"	Vitamin Deficiency (CUI: C1510471)	Riboflavin	DB00140	Vitamin Deficiency	C1510471	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Rhinorrhea (CUI: C1260880)	Glycine	DB00145	Rhinorrhea	C1260880	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Coughing (CUI: C0010200)	Glycine	DB00145	Coughing	C0010200	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Nasal congestion (finding) (CUI: C0027424)	Glycine	DB00145	Nasal congestion (finding)	C0027424	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Allergic rhinitis (disorder) (CUI: C2607914)	Glycine	DB00145	Allergic rhinitis (disorder)	C2607914	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Rhinitis (CUI: C0035455)	Glycine	DB00145	Rhinitis	C0035455	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00145"" target=""_blank"">Glycine (DBID: DB00145)</a>"	Common Cold (CUI: C0009443)	Glycine	DB00145	Common Cold	C0009443	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00146"" target=""_blank"">Calcidiol (DBID: DB00146)</a>"	Hypocalcemia (CUI: C0020598)	Calcidiol	DB00146	Hypocalcemia	C0020598	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00146"" target=""_blank"">Calcidiol (DBID: DB00146)</a>"	Renal Osteodystrophy (CUI: C0035086)	Calcidiol	DB00146	Renal Osteodystrophy	C0035086	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00146"" target=""_blank"">Calcidiol (DBID: DB00146)</a>"	Rickets (CUI: C0035579)	Calcidiol	DB00146	Rickets	C0035579	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00146"" target=""_blank"">Calcidiol (DBID: DB00146)</a>"	Hypophosphatemia (CUI: C0085682)	Calcidiol	DB00146	Hypophosphatemia	C0085682	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00151"" target=""_blank"">L-Cysteine (DBID: DB00151)</a>"	Bronchitis (CUI: C0006277)	L-Cysteine	DB00151	Bronchitis	C0006277	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00151"" target=""_blank"">L-Cysteine (DBID: DB00151)</a>"	Poisoning by acetaminophen (CUI: C0237963)	L-Cysteine	DB00151	Poisoning by acetaminophen	C0237963	Injury or Poisoning	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00151"" target=""_blank"">L-Cysteine (DBID: DB00151)</a>"	Amyloidosis (CUI: C0002726)	L-Cysteine	DB00151	Amyloidosis	C0002726	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00151"" target=""_blank"">L-Cysteine (DBID: DB00151)</a>"	Pulmonary Cystic Fibrosis (CUI: C0392164)	L-Cysteine	DB00151	Pulmonary Cystic Fibrosis	C0392164	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00151"" target=""_blank"">L-Cysteine (DBID: DB00151)</a>"	Bronchiectasis (CUI: C0006267)	L-Cysteine	DB00151	Bronchiectasis	C0006267	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Vitamin B 12 Deficiency (CUI: C0042847)	Thiamine	DB00152	Vitamin B 12 Deficiency	C0042847	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Wernicke-Korsakoff Syndrome (CUI: C0349464)	Thiamine	DB00152	Wernicke-Korsakoff Syndrome	C0349464	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Vitamin Deficiency (CUI: C1510471)	Thiamine	DB00152	Vitamin Deficiency	C1510471	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Anemia, Pernicious (CUI: C0002892)	Thiamine	DB00152	Anemia, Pernicious	C0002892	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Thiamine Deficiency (CUI: C0039841)	Thiamine	DB00152	Thiamine Deficiency	C0039841	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00152"" target=""_blank"">Thiamine (DBID: DB00152)</a>"	Mineral deficiency (CUI: C0687148)	Thiamine	DB00152	Mineral deficiency	C0687148	Disease or Syndrome	Approved	Approved		
