compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB01545	DB01545	Ethyl loflazepate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	approved	1
Compound::DB01580	DB01580	Oxprenolol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	approved	1
Compound::DB01588	DB01588	Prazepam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	approved	1
Compound::DB09166	DB09166	Etizolam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	approved	1
Compound::DB09014	DB09014	Captodiame	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003469	C0003469	Anxiety Disorders	Mental or Behavioral Dysfunction	approved	1
Compound::DB00770	DB00770	Alprostadil	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003492	C0003492	Aortic coarctation	Congenital Abnormality	approved	1
Compound::DB00319	DB00319	Piperacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003615	C0003615	Appendicitis	Disease or Syndrome	approved	1
Compound::DB01606	DB01606	Tazobactam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003615	C0003615	Appendicitis	Disease or Syndrome	approved	1
Compound::DB00175	DB00175	Pravastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB00227	DB00227	Lovastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB00641	DB00641	Simvastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB01076	DB01076	Atorvastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB01095	DB01095	Fluvastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB01098	DB01098	Rosuvastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003850	C0003850	Arteriosclerosis	Disease or Syndrome	approved	1
Compound::DB00201	DB00201	Caffeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB00316	DB00316	Acetaminophen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB00788	DB00788	Naproxen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB00936	DB00936	Salicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB00945	DB00945	Acetylsalicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB01397	DB01397	Magnesium salicylate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB08797	DB08797	Salicylamide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003862	C0003862	Arthralgia	Sign or Symptom	approved	1
Compound::DB00469	DB00469	Tenoxicam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003864	C0003864	Arthritis	Disease or Syndrome	approved	1
Compound::DB00437	DB00437	Allopurinol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00605	DB00605	Sulindac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB01032	DB01032	Probenecid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB06168	DB06168	Canakinumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003868	C0003868	Arthritis, Gouty	Disease or Syndrome	approved	1
Compound::DB00005	DB00005	Etanercept	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00051	DB00051	Adalimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00065	DB00065	Infliximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB01097	DB01097	Leflunomide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB05676	DB05676	Apremilast	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB05679	DB05679	Ustekinumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB06674	DB06674	golimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB08880	DB08880	Teriflunomide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB08904	DB08904	Certolizumab pegol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003872	C0003872	Arthritis, Psoriatic	Disease or Syndrome	approved	1
Compound::DB00005	DB00005	Etanercept	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00026	DB00026	Anakinra	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00051	DB00051	Adalimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00065	DB00065	Infliximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00073	DB00073	Rituximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00091	DB00091	Cyclosporine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00328	DB00328	Indomethacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00461	DB00461	Nabumetone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00482	DB00482	Celecoxib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00500	DB00500	Tolmetin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00554	DB00554	Piroxicam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00563	DB00563	Methotrexate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00573	DB00573	Fenoprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00586	DB00586	Diclofenac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00605	DB00605	Sulindac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00608	DB00608	Chloroquine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00712	DB00712	Flurbiprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00749	DB00749	Etodolac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00788	DB00788	Naproxen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00795	DB00795	Sulfasalazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00814	DB00814	Meloxicam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00859	DB00859	Penicillamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00861	DB00861	Diflunisal	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00936	DB00936	Salicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00939	DB00939	Meclofenamic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00945	DB00945	Acetylsalicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00991	DB00991	Oxaprozin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00993	DB00993	Azathioprine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00995	DB00995	Auranofin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01009	DB01009	Ketoprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01050	DB01050	Ibuprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01097	DB01097	Leflunomide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01281	DB01281	Abatacept	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01356	DB01356	Lithium	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01397	DB01397	Magnesium salicylate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01399	DB01399	Salsalate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01600	DB01600	Tiaprofenic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB01611	DB01611	Hydroxychloroquine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB06273	DB06273	Tocilizumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB06674	DB06674	golimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB08880	DB08880	Teriflunomide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB08895	DB08895	Tofacitinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB08904	DB08904	Certolizumab pegol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB09212	DB09212	Loxoprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB09213	DB09213	Dexibuprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB09276	DB09276	Sodium aurothiomalate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	approved	1
Compound::DB00592	DB00592	Piperazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0003950	C0003950	Ascariasis	Disease or Syndrome	approved	1
