raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
118	Coagulation Factor IX	DB00100	Compound::DB00100	Hemophilia B	C0008533	Disease::UMLS:C0008533	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
119	Becaplermin	DB00102	Compound::DB00102	Neuropathic diabetic ulcer - foot	C0406526	Disease::UMLS:C0406526	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
120	Agalsidase beta	DB00103	Compound::DB00103	Fabry Disease	C0002986	Disease::UMLS:C0002986	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
121	Octreotide	DB00104	Compound::DB00104	Acromegaly	C0001206	Disease::UMLS:C0001206	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
122	Octreotide	DB00104	Compound::DB00104	Malignant Carcinoid Syndrome	C0024586	Disease::UMLS:C0024586	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
123	Abarelix	DB00106	Compound::DB00106	Ischemic priapism	C2711256	Disease::UMLS:C2711256	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
124	Oxytocin	DB00107	Compound::DB00107	Unspecified Abortion	C0156543	Disease::UMLS:C0156543	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
125	Oxytocin	DB00107	Compound::DB00107	Postpartum Hemorrhage	C0032797	Disease::UMLS:C0032797	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
126	Oxytocin	DB00107	Compound::DB00107	Incomplete spontaneous abortion	C0000810	Disease::UMLS:C0000810	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
127	Natalizumab	DB00108	Compound::DB00108	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
128	Natalizumab	DB00108	Compound::DB00108	Crohn Disease	C0010346	Disease::UMLS:C0010346	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
129	Enfuvirtide	DB00109	Compound::DB00109	HIV Infections	C0019693	Disease::UMLS:C0019693	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
130	Palivizumab	DB00110	Compound::DB00110	Respiratory Syncytial Virus Infections	C0035235	Disease::UMLS:C0035235	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
131	Daclizumab	DB00111	Compound::DB00111	Renal transplant rejection	C0238217	Disease::UMLS:C0238217	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
132	Daclizumab	DB00111	Compound::DB00111	Multiple Sclerosis, Relapsing-Remitting	C0751967	Disease::UMLS:C0751967	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
133	Bevacizumab	DB00112	Compound::DB00112	Secondary malignant neoplasm of colon	C0346974	Disease::UMLS:C0346974	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
134	Bevacizumab	DB00112	Compound::DB00112	Nonsquamous nonsmall cell neoplasm of lung	C2585890	Disease::UMLS:C2585890	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
135	Bevacizumab	DB00112	Compound::DB00112	Glioblastoma Multiforme	C1621958	Disease::UMLS:C1621958	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
136	Bevacizumab	DB00112	Compound::DB00112	Metastatic Renal Cell Cancer	C0278678	Disease::UMLS:C0278678	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
137	Bevacizumab	DB00112	Compound::DB00112	Cervix carcinoma	C0302592	Disease::UMLS:C0302592	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
138	Bevacizumab	DB00112	Compound::DB00112	Malignant tumor of peritoneum	C0153467	Disease::UMLS:C0153467	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
139	Bevacizumab	DB00112	Compound::DB00112	Malignant epithelial tumor of ovary	C0346161	Disease::UMLS:C0346161	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
140	Bevacizumab	DB00112	Compound::DB00112	Malignant neoplasm of fallopian tube	C0153579	Disease::UMLS:C0153579	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
141	Cyanocobalamin	DB00115	Compound::DB00115	Megaloblastic anemia due to folate deficiency	C0151482	Disease::UMLS:C0151482	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
142	Cyanocobalamin	DB00115	Compound::DB00115	Anemia, Pernicious	C0002892	Disease::UMLS:C0002892	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
143	Cyanocobalamin	DB00115	Compound::DB00115	Iron deficiency anemia	C0162316	Disease::UMLS:C0162316	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
144	Cyanocobalamin	DB00115	Compound::DB00115	Vitamin Deficiency	C1510471	Disease::UMLS:C1510471	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
145	Cyanocobalamin	DB00115	Compound::DB00115	Vitamin B 12 Deficiency	C0042847	Disease::UMLS:C0042847	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
146	Biotin	DB00121	Compound::DB00121	Biotin deficiency disease	C2937225	Disease::UMLS:C2937225	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
147	Choline	DB00122	Compound::DB00122	Sleeplessness	C0917801	Disease::UMLS:C0917801	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
148	Vitamin C	DB00126	Compound::DB00126	Breastfeeding (mother)	C1623040	Disease::UMLS:C1623040	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
149	Vitamin C	DB00126	Compound::DB00126	Vitamin Deficiency	C1510471	Disease::UMLS:C1510471	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
150	L-Aspartic Acid	DB00128	Compound::DB00128	Hypokalemia	C0020621	Disease::UMLS:C0020621	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
151	L-Glutamine	DB00130	Compound::DB00130	Short Bowel Syndrome	C0036992	Disease::UMLS:C0036992	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
152	Adenosine monophosphate	DB00131	Compound::DB00131	Pulmonary Cystic Fibrosis	C0392164	Disease::UMLS:C0392164	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
153	L-Serine	DB00133	Compound::DB00133	Glaucoma, Open-Angle	C0017612	Disease::UMLS:C0017612	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
154	L-Serine	DB00133	Compound::DB00133	Bacterial urinary infection	C0729524	Disease::UMLS:C0729524	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
155	L-Serine	DB00133	Compound::DB00133	Tuberculosis, Pulmonary	C0041327	Disease::UMLS:C0041327	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
156	L-Serine	DB00133	Compound::DB00133	Acute tuberculosis	C0275959	Disease::UMLS:C0275959	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
157	L-Serine	DB00133	Compound::DB00133	Escherichia coli urinary tract infection	C0577708	Disease::UMLS:C0577708	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
158	Calcitriol	DB00136	Compound::DB00136	Chronic small plaque psoriasis	C0406317	Disease::UMLS:C0406317	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
159	Calcitriol	DB00136	Compound::DB00136	Hypocalcemia	C0020598	Disease::UMLS:C0020598	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
160	Calcitriol	DB00136	Compound::DB00136	Hypophosphatemia	C0085682	Disease::UMLS:C0085682	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
161	Calcitriol	DB00136	Compound::DB00136	Renal Osteodystrophy	C0035086	Disease::UMLS:C0035086	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
162	Calcitriol	DB00136	Compound::DB00136	Hypoparathyroidism	C0020626	Disease::UMLS:C0020626	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
163	Xanthophyll	DB00137	Compound::DB00137	Age related macular degeneration	C0242383	Disease::UMLS:C0242383	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
164	Xanthophyll	DB00137	Compound::DB00137	Dry Eye Syndromes	C0013238	Disease::UMLS:C0013238	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
165	Xanthophyll	DB00137	Compound::DB00137	Meibomian gland dysfunction	C1275684	Disease::UMLS:C1275684	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
166	Succinic acid	DB00139	Compound::DB00139	Iron deficiency anemia	C0162316	Disease::UMLS:C0162316	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
167	Riboflavin	DB00140	Compound::DB00140	Mineral deficiency	C0687148	Disease::UMLS:C0687148	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
168	Riboflavin	DB00140	Compound::DB00140	Vitamin Deficiency	C1510471	Disease::UMLS:C1510471	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
169	Glycine	DB00145	Compound::DB00145	Rhinorrhea	C1260880	Disease::UMLS:C1260880	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
170	Glycine	DB00145	Compound::DB00145	Coughing	C0010200	Disease::UMLS:C0010200	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
171	Glycine	DB00145	Compound::DB00145	Nasal congestion (finding)	C0027424	Disease::UMLS:C0027424	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
172	Glycine	DB00145	Compound::DB00145	Allergic rhinitis (disorder)	C2607914	Disease::UMLS:C2607914	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
173	Glycine	DB00145	Compound::DB00145	Rhinitis	C0035455	Disease::UMLS:C0035455	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
174	Glycine	DB00145	Compound::DB00145	Common Cold	C0009443	Disease::UMLS:C0009443	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
175	Calcidiol	DB00146	Compound::DB00146	Hypocalcemia	C0020598	Disease::UMLS:C0020598	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
176	Calcidiol	DB00146	Compound::DB00146	Renal Osteodystrophy	C0035086	Disease::UMLS:C0035086	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
177	Calcidiol	DB00146	Compound::DB00146	Rickets	C0035579	Disease::UMLS:C0035579	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
178	Calcidiol	DB00146	Compound::DB00146	Hypophosphatemia	C0085682	Disease::UMLS:C0085682	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
179	L-Cysteine	DB00151	Compound::DB00151	Bronchitis	C0006277	Disease::UMLS:C0006277	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
180	L-Cysteine	DB00151	Compound::DB00151	Poisoning by acetaminophen	C0237963	Disease::UMLS:C0237963	Injury or Poisoning	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
181	L-Cysteine	DB00151	Compound::DB00151	Amyloidosis	C0002726	Disease::UMLS:C0002726	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
182	L-Cysteine	DB00151	Compound::DB00151	Pulmonary Cystic Fibrosis	C0392164	Disease::UMLS:C0392164	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
183	L-Cysteine	DB00151	Compound::DB00151	Bronchiectasis	C0006267	Disease::UMLS:C0006267	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
184	Thiamine	DB00152	Compound::DB00152	Vitamin B 12 Deficiency	C0042847	Disease::UMLS:C0042847	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
185	Thiamine	DB00152	Compound::DB00152	Wernicke-Korsakoff Syndrome	C0349464	Disease::UMLS:C0349464	Mental or Behavioral Dysfunction	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
186	Thiamine	DB00152	Compound::DB00152	Vitamin Deficiency	C1510471	Disease::UMLS:C1510471	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
187	Thiamine	DB00152	Compound::DB00152	Anemia, Pernicious	C0002892	Disease::UMLS:C0002892	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
188	Thiamine	DB00152	Compound::DB00152	Thiamine Deficiency	C0039841	Disease::UMLS:C0039841	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
189	Thiamine	DB00152	Compound::DB00152	Mineral deficiency	C0687148	Disease::UMLS:C0687148	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
190	Ergocalciferol	DB00153	Compound::DB00153	Vitamin D Deficiency	C0042870	Disease::UMLS:C0042870	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
191	Ergocalciferol	DB00153	Compound::DB00153	Osteomalacia	C0029442	Disease::UMLS:C0029442	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
