drug	disease	relation	source_scope	conflict_flag
Rizatriptan	hypertension	contraindication	overlap_with_setting_a	0
Sulfacetamide	hypertensive disorder	contraindication	overlap_with_setting_a	0
Sulfacetamide	hypertension	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	hypertensive disorder	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	hypertension	contraindication	overlap_with_setting_a	0
Eletriptan	hypertensive disorder	contraindication	overlap_with_setting_a	0
Eletriptan	hypertension	contraindication	overlap_with_setting_a	0
Ferrous fumarate	hypertensive disorder	contraindication	overlap_with_setting_a	0
Ferrous fumarate	hypertension	contraindication	overlap_with_setting_a	0
Pramocaine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Pramocaine	hypertension	contraindication	overlap_with_setting_a	0
Zolmitriptan	hypertensive disorder	contraindication	overlap_with_setting_a	0
Zolmitriptan	hypertension	contraindication	overlap_with_setting_a	0
Lidocaine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Lidocaine	hypertension	contraindication	overlap_with_setting_a	0
Rasagiline	hypertensive disorder	contraindication	overlap_with_setting_a	0
Rasagiline	hypertension	contraindication	overlap_with_setting_a	0
Hydroxocobalamin	hypertensive disorder	contraindication	overlap_with_setting_a	0
Hydroxocobalamin	hypertension	contraindication	overlap_with_setting_a	0
Cobalamin	hypertensive disorder	contraindication	overlap_with_setting_a	0
Cobalamin	hypertension	contraindication	overlap_with_setting_a	0
Phenmetrazine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Phenmetrazine	hypertension	contraindication	overlap_with_setting_a	0
Methscopolamine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Methscopolamine	hypertension	contraindication	overlap_with_setting_a	0
Chlorpheniramine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Chlorpheniramine	hypertension	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	hypertension	contraindication	overlap_with_setting_a	0
Zinc oxide	hypertensive disorder	contraindication	overlap_with_setting_a	0
Zinc oxide	hypertension	contraindication	overlap_with_setting_a	0
Cyproheptadine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Cyproheptadine	hypertension	contraindication	overlap_with_setting_a	0
Dextromethorphan	hypertensive disorder	contraindication	overlap_with_setting_a	0
Dextromethorphan	hypertension	contraindication	overlap_with_setting_a	0
Butabarbital	hypertensive disorder	contraindication	overlap_with_setting_a	0
Butabarbital	hypertension	contraindication	overlap_with_setting_a	0
Hydrocodone	hypertensive disorder	contraindication	overlap_with_setting_a	0
Hydrocodone	hypertension	contraindication	overlap_with_setting_a	0
Dihydrocodeine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Dihydrocodeine	hypertension	contraindication	overlap_with_setting_a	0
Triamcinolone	hypertensive disorder	contraindication	overlap_with_setting_a	0
Triamcinolone	hypertension	contraindication	overlap_with_setting_a	0
Phentermine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Phentermine	hypertension	contraindication	overlap_with_setting_a	0
Aurothioglucose	hypertensive disorder	contraindication	overlap_with_setting_a	0
Aurothioglucose	hypertension	contraindication	overlap_with_setting_a	0
Naratriptan	hypertensive disorder	contraindication	overlap_with_setting_a	0
Naratriptan	hypertension	contraindication	overlap_with_setting_a	0
Ammonium chloride	hypertensive disorder	contraindication	overlap_with_setting_a	0
Ammonium chloride	hypertension	contraindication	overlap_with_setting_a	0
Tranexamic acid	hypertensive disorder	contraindication	overlap_with_setting_a	0
Tranexamic acid	hypertension	contraindication	overlap_with_setting_a	0
Duloxetine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Duloxetine	hypertension	contraindication	overlap_with_setting_a	0
Methylphenidate	hypertensive disorder	contraindication	overlap_with_setting_a	0
Methylphenidate	hypertension	contraindication	overlap_with_setting_a	0
Ergotamine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Ergotamine	hypertension	contraindication	overlap_with_setting_a	0
Armodafinil	hypertensive disorder	contraindication	overlap_with_setting_a	0
Armodafinil	hypertension	contraindication	overlap_with_setting_a	0
Triethylenetetramine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Triethylenetetramine	hypertension	contraindication	overlap_with_setting_a	0
Quetiapine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Quetiapine	hypertension	contraindication	overlap_with_setting_a	0
Lanreotide	hypertensive disorder	contraindication	overlap_with_setting_a	0
Lanreotide	hypertension	contraindication	overlap_with_setting_a	0
Tramazoline	hypertensive disorder	contraindication	overlap_with_setting_a	0
Tramazoline	hypertension	contraindication	overlap_with_setting_a	0
Sibutramine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Sibutramine	hypertension	contraindication	overlap_with_setting_a	0
Tacrolimus	hypertensive disorder	contraindication	overlap_with_setting_a	0
Tacrolimus	hypertension	contraindication	overlap_with_setting_a	0
Sumatriptan	hypertensive disorder	contraindication	overlap_with_setting_a	0
Sumatriptan	hypertension	contraindication	overlap_with_setting_a	0
Lansoprazole	hypertensive disorder	contraindication	overlap_with_setting_a	0
Lansoprazole	hypertension	contraindication	overlap_with_setting_a	0
Hyoscyamine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Hyoscyamine	hypertension	contraindication	overlap_with_setting_a	0
Desloratadine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Desloratadine	hypertension	contraindication	overlap_with_setting_a	0
Calcium chloride	hypertensive disorder	contraindication	overlap_with_setting_a	0
Calcium chloride	hypertension	contraindication	overlap_with_setting_a	0
Methenamine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Methenamine	hypertension	contraindication	overlap_with_setting_a	0
Benzyl alcohol	hypertensive disorder	contraindication	overlap_with_setting_a	0
Benzyl alcohol	hypertension	contraindication	overlap_with_setting_a	0
Pentamidine	hypertensive disorder	contraindication	overlap_with_setting_a	0
Pentamidine	hypertension	contraindication	overlap_with_setting_a	0
Rotigotine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Rotigotine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Rotigotine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Ropinirole	multiple system atrophy	contraindication	overlap_with_setting_a	0
Ropinirole	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Ropinirole	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Mirtazapine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Mirtazapine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Mirtazapine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Perazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Perazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Perazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Alimemazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Alimemazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Alimemazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Atomoxetine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Atomoxetine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Atomoxetine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Alfuzosin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Alfuzosin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Alfuzosin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Amyl Nitrite	multiple system atrophy	contraindication	overlap_with_setting_a	0
Amyl Nitrite	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Amyl Nitrite	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Amantadine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Amantadine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Amantadine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Isopropamide	multiple system atrophy	contraindication	overlap_with_setting_a	0
Isopropamide	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Isopropamide	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Doxazosin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Doxazosin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Doxazosin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Fluphenazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Fluphenazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Fluphenazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Pergolide	multiple system atrophy	contraindication	overlap_with_setting_a	0
Pergolide	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Pergolide	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Asenapine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Asenapine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Asenapine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Terazosin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Terazosin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Terazosin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Brimonidine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Brimonidine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Brimonidine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Levodopa	multiple system atrophy	contraindication	overlap_with_setting_a	0
Levodopa	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Levodopa	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Isocarboxazid	multiple system atrophy	contraindication	overlap_with_setting_a	0
Isocarboxazid	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Isocarboxazid	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Etacrynic acid	multiple system atrophy	contraindication	overlap_with_setting_a	0
Etacrynic acid	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Etacrynic acid	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Tetrabenazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Tetrabenazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Tetrabenazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Promazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Promazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Promazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Perphenazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Perphenazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Perphenazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Prochlorperazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Prochlorperazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Prochlorperazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Chlordiazepoxide	multiple system atrophy	contraindication	overlap_with_setting_a	0
Chlordiazepoxide	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Chlordiazepoxide	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Caffeine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Caffeine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Caffeine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Apomorphine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Apomorphine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Apomorphine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Morphine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Morphine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Morphine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Mesoridazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Mesoridazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Mesoridazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Fluoxetine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Fluoxetine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Fluoxetine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Furosemide	multiple system atrophy	contraindication	overlap_with_setting_a	0
Furosemide	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
